,Temperature,Date Time,Location
103,51.8,2026-04-06 07:45:00-05:00,AUSTIN
104,51.8,2026-04-06 07:50:00-05:00,AUSTIN
105,51.98,2026-04-06 07:53:00-05:00,AUSTIN
106,51.8,2026-04-06 07:55:00-05:00,AUSTIN
107,51.8,2026-04-06 08:00:00-05:00,AUSTIN
108,51.8,2026-04-06 08:05:00-05:00,AUSTIN
109,53.6,2026-04-06 08:10:00-05:00,AUSTIN
110,53.6,2026-04-06 08:15:00-05:00,AUSTIN
111,55.4,2026-04-06 08:20:00-05:00,AUSTIN
112,55.4,2026-04-06 08:25:00-05:00,AUSTIN
113,55.4,2026-04-06 08:30:00-05:00,AUSTIN
114,57.2,2026-04-06 08:35:00-05:00,AUSTIN
115,55.4,2026-04-06 08:40:00-05:00,AUSTIN
116,57.2,2026-04-06 08:45:00-05:00,AUSTIN
117,57.2,2026-04-06 08:50:00-05:00,AUSTIN
118,57.02,2026-04-06 08:53:00-05:00,AUSTIN
119,57.2,2026-04-06 08:55:00-05:00,AUSTIN
120,57.2,2026-04-06 09:00:00-05:00,AUSTIN
121,57.2,2026-04-06 09:05:00-05:00,AUSTIN
122,57.2,2026-04-06 09:10:00-05:00,AUSTIN
123,57.2,2026-04-06 09:15:00-05:00,AUSTIN
124,59.0,2026-04-06 09:20:00-05:00,AUSTIN
125,60.8,2026-04-06 09:25:00-05:00,AUSTIN
126,60.8,2026-04-06 09:30:00-05:00,AUSTIN
127,60.8,2026-04-06 09:35:00-05:00,AUSTIN
3,53.6,2026-04-06 00:00:00-04:00,PHILADELPHIA
4,53.6,2026-04-06 00:05:00-04:00,PHILADELPHIA
5,53.6,2026-04-06 00:10:00-04:00,PHILADELPHIA
6,51.8,2026-04-06 00:15:00-04:00,PHILADELPHIA
7,51.8,2026-04-06 00:20:00-04:00,PHILADELPHIA
8,51.8,2026-04-06 00:25:00-04:00,PHILADELPHIA
9,51.8,2026-04-06 00:30:00-04:00,PHILADELPHIA
10,51.8,2026-04-06 00:35:00-04:00,PHILADELPHIA
11,51.8,2026-04-06 00:40:00-04:00,PHILADELPHIA
12,51.8,2026-04-06 00:45:00-04:00,PHILADELPHIA
13,51.8,2026-04-06 00:50:00-04:00,PHILADELPHIA
14,51.98,2026-04-06 00:54:00-04:00,PHILADELPHIA
15,51.8,2026-04-06 00:55:00-04:00,PHILADELPHIA
16,51.8,2026-04-06 01:00:00-04:00,PHILADELPHIA
17,51.8,2026-04-06 01:05:00-04:00,PHILADELPHIA
18,51.8,2026-04-06 01:10:00-04:00,PHILADELPHIA
19,51.8,2026-04-06 01:15:00-04:00,PHILADELPHIA
20,51.8,2026-04-06 01:20:00-04:00,PHILADELPHIA
21,51.8,2026-04-06 01:25:00-04:00,PHILADELPHIA
22,51.8,2026-04-06 01:30:00-04:00,PHILADELPHIA
23,51.8,2026-04-06 01:35:00-04:00,PHILADELPHIA
24,51.8,2026-04-06 01:40:00-04:00,PHILADELPHIA
25,51.8,2026-04-06 01:45:00-04:00,PHILADELPHIA
26,51.8,2026-04-06 01:50:00-04:00,PHILADELPHIA
27,51.08,2026-04-06 01:54:00-04:00,PHILADELPHIA
28,51.8,2026-04-06 01:55:00-04:00,PHILADELPHIA
29,51.8,2026-04-06 02:00:00-04:00,PHILADELPHIA
30,51.8,2026-04-06 02:05:00-04:00,PHILADELPHIA
31,50.0,2026-04-06 02:10:00-04:00,PHILADELPHIA
32,50.0,2026-04-06 02:15:00-04:00,PHILADELPHIA
33,50.0,2026-04-06 02:20:00-04:00,PHILADELPHIA
34,50.0,2026-04-06 02:25:00-04:00,PHILADELPHIA
35,50.0,2026-04-06 02:30:00-04:00,PHILADELPHIA
36,50.0,2026-04-06 02:35:00-04:00,PHILADELPHIA
37,50.0,2026-04-06 02:40:00-04:00,PHILADELPHIA
38,50.0,2026-04-06 02:45:00-04:00,PHILADELPHIA
39,50.0,2026-04-06 02:50:00-04:00,PHILADELPHIA
40,50.0,2026-04-06 02:54:00-04:00,PHILADELPHIA
41,50.0,2026-04-06 02:55:00-04:00,PHILADELPHIA
42,50.0,2026-04-06 03:00:00-04:00,PHILADELPHIA
43,50.0,2026-04-06 03:05:00-04:00,PHILADELPHIA
44,50.0,2026-04-06 03:10:00-04:00,PHILADELPHIA
45,48.2,2026-04-06 03:15:00-04:00,PHILADELPHIA
46,50.0,2026-04-06 03:20:00-04:00,PHILADELPHIA
47,48.2,2026-04-06 03:25:00-04:00,PHILADELPHIA
48,48.2,2026-04-06 03:30:00-04:00,PHILADELPHIA
49,48.2,2026-04-06 03:35:00-04:00,PHILADELPHIA
50,48.2,2026-04-06 03:40:00-04:00,PHILADELPHIA
51,48.2,2026-04-06 03:45:00-04:00,PHILADELPHIA
52,48.2,2026-04-06 03:50:00-04:00,PHILADELPHIA
53,48.02,2026-04-06 03:54:00-04:00,PHILADELPHIA
54,48.2,2026-04-06 03:55:00-04:00,PHILADELPHIA
55,48.2,2026-04-06 04:00:00-04:00,PHILADELPHIA
56,46.4,2026-04-06 04:05:00-04:00,PHILADELPHIA
57,46.4,2026-04-06 04:10:00-04:00,PHILADELPHIA
58,46.4,2026-04-06 04:15:00-04:00,PHILADELPHIA
59,46.4,2026-04-06 04:20:00-04:00,PHILADELPHIA
60,46.4,2026-04-06 04:25:00-04:00,PHILADELPHIA
61,44.6,2026-04-06 04:30:00-04:00,PHILADELPHIA
62,44.6,2026-04-06 04:35:00-04:00,PHILADELPHIA
63,44.6,2026-04-06 04:40:00-04:00,PHILADELPHIA
64,44.6,2026-04-06 04:45:00-04:00,PHILADELPHIA
65,44.6,2026-04-06 04:50:00-04:00,PHILADELPHIA
66,44.96,2026-04-06 04:54:00-04:00,PHILADELPHIA
67,44.6,2026-04-06 04:55:00-04:00,PHILADELPHIA
68,44.6,2026-04-06 05:00:00-04:00,PHILADELPHIA
69,44.6,2026-04-06 05:05:00-04:00,PHILADELPHIA
70,44.6,2026-04-06 05:10:00-04:00,PHILADELPHIA
71,44.6,2026-04-06 05:15:00-04:00,PHILADELPHIA
72,44.6,2026-04-06 05:20:00-04:00,PHILADELPHIA
73,44.6,2026-04-06 05:25:00-04:00,PHILADELPHIA
74,44.6,2026-04-06 05:30:00-04:00,PHILADELPHIA
75,44.6,2026-04-06 05:35:00-04:00,PHILADELPHIA
76,44.6,2026-04-06 05:40:00-04:00,PHILADELPHIA
77,44.6,2026-04-06 05:45:00-04:00,PHILADELPHIA
78,44.6,2026-04-06 05:50:00-04:00,PHILADELPHIA
79,44.06,2026-04-06 05:54:00-04:00,PHILADELPHIA
80,44.6,2026-04-06 05:55:00-04:00,PHILADELPHIA
81,44.6,2026-04-06 06:00:00-04:00,PHILADELPHIA
82,44.6,2026-04-06 06:05:00-04:00,PHILADELPHIA
83,44.6,2026-04-06 06:10:00-04:00,PHILADELPHIA
84,44.6,2026-04-06 06:15:00-04:00,PHILADELPHIA
85,44.6,2026-04-06 06:20:00-04:00,PHILADELPHIA
86,44.6,2026-04-06 06:25:00-04:00,PHILADELPHIA
87,44.6,2026-04-06 06:30:00-04:00,PHILADELPHIA
88,44.6,2026-04-06 06:35:00-04:00,PHILADELPHIA
89,44.6,2026-04-06 06:40:00-04:00,PHILADELPHIA
90,44.6,2026-04-06 06:45:00-04:00,PHILADELPHIA
91,44.6,2026-04-06 06:50:00-04:00,PHILADELPHIA
92,44.06,2026-04-06 06:54:00-04:00,PHILADELPHIA
93,44.6,2026-04-06 06:55:00-04:00,PHILADELPHIA
94,44.6,2026-04-06 07:00:00-04:00,PHILADELPHIA
95,44.6,2026-04-06 07:05:00-04:00,PHILADELPHIA
96,44.6,2026-04-06 07:10:00-04:00,PHILADELPHIA
97,44.6,2026-04-06 07:15:00-04:00,PHILADELPHIA
98,44.6,2026-04-06 07:20:00-04:00,PHILADELPHIA
99,44.6,2026-04-06 07:25:00-04:00,PHILADELPHIA
100,44.6,2026-04-06 07:30:00-04:00,PHILADELPHIA
101,44.6,2026-04-06 07:35:00-04:00,PHILADELPHIA
102,44.6,2026-04-06 07:40:00-04:00,PHILADELPHIA
103,44.6,2026-04-06 07:45:00-04:00,PHILADELPHIA
104,44.6,2026-04-06 07:50:00-04:00,PHILADELPHIA
105,44.96,2026-04-06 07:54:00-04:00,PHILADELPHIA
106,44.6,2026-04-06 07:55:00-04:00,PHILADELPHIA
107,44.6,2026-04-06 08:00:00-04:00,PHILADELPHIA
108,44.6,2026-04-06 08:05:00-04:00,PHILADELPHIA
109,46.4,2026-04-06 08:10:00-04:00,PHILADELPHIA
110,46.4,2026-04-06 08:15:00-04:00,PHILADELPHIA
111,46.4,2026-04-06 08:20:00-04:00,PHILADELPHIA
112,46.4,2026-04-06 08:25:00-04:00,PHILADELPHIA
113,46.4,2026-04-06 08:30:00-04:00,PHILADELPHIA
114,46.4,2026-04-06 08:35:00-04:00,PHILADELPHIA
115,46.4,2026-04-06 08:40:00-04:00,PHILADELPHIA
116,46.4,2026-04-06 08:45:00-04:00,PHILADELPHIA
117,46.4,2026-04-06 08:50:00-04:00,PHILADELPHIA
118,46.94,2026-04-06 08:54:00-04:00,PHILADELPHIA
119,46.4,2026-04-06 08:55:00-04:00,PHILADELPHIA
120,46.4,2026-04-06 09:00:00-04:00,PHILADELPHIA
121,46.4,2026-04-06 09:05:00-04:00,PHILADELPHIA
122,46.4,2026-04-06 09:10:00-04:00,PHILADELPHIA
123,46.4,2026-04-06 09:15:00-04:00,PHILADELPHIA
124,48.2,2026-04-06 09:20:00-04:00,PHILADELPHIA
125,48.2,2026-04-06 09:25:00-04:00,PHILADELPHIA
126,48.2,2026-04-06 09:30:00-04:00,PHILADELPHIA
127,48.2,2026-04-06 09:35:00-04:00,PHILADELPHIA
128,48.2,2026-04-06 09:40:00-04:00,PHILADELPHIA
129,48.2,2026-04-06 09:45:00-04:00,PHILADELPHIA
130,48.2,2026-04-06 09:50:00-04:00,PHILADELPHIA
131,48.92,2026-04-06 09:54:00-04:00,PHILADELPHIA
132,48.2,2026-04-06 09:55:00-04:00,PHILADELPHIA
133,48.2,2026-04-06 10:00:00-04:00,PHILADELPHIA
134,50.0,2026-04-06 10:05:00-04:00,PHILADELPHIA
135,50.0,2026-04-06 10:10:00-04:00,PHILADELPHIA
136,48.2,2026-04-06 10:15:00-04:00,PHILADELPHIA
137,50.0,2026-04-06 10:20:00-04:00,PHILADELPHIA
138,50.0,2026-04-06 10:25:00-04:00,PHILADELPHIA
139,50.0,2026-04-06 10:30:00-04:00,PHILADELPHIA
140,50.0,2026-04-06 10:35:00-04:00,PHILADELPHIA
3,64.4,2026-04-06 00:00:00-07:00,LOS ANGELES
4,64.4,2026-04-06 00:05:00-07:00,LOS ANGELES
5,64.4,2026-04-06 00:10:00-07:00,LOS ANGELES
6,64.4,2026-04-06 00:15:00-07:00,LOS ANGELES
7,64.4,2026-04-06 00:20:00-07:00,LOS ANGELES
8,64.4,2026-04-06 00:25:00-07:00,LOS ANGELES
9,64.4,2026-04-06 00:30:00-07:00,LOS ANGELES
10,64.4,2026-04-06 00:35:00-07:00,LOS ANGELES
11,64.4,2026-04-06 00:40:00-07:00,LOS ANGELES
12,64.4,2026-04-06 00:45:00-07:00,LOS ANGELES
13,64.4,2026-04-06 00:50:00-07:00,LOS ANGELES
14,64.94,2026-04-06 00:53:00-07:00,LOS ANGELES
15,64.4,2026-04-06 00:55:00-07:00,LOS ANGELES
16,64.4,2026-04-06 01:00:00-07:00,LOS ANGELES
17,64.4,2026-04-06 01:05:00-07:00,LOS ANGELES
18,64.4,2026-04-06 01:10:00-07:00,LOS ANGELES
19,64.4,2026-04-06 01:15:00-07:00,LOS ANGELES
20,64.4,2026-04-06 01:20:00-07:00,LOS ANGELES
21,64.4,2026-04-06 01:25:00-07:00,LOS ANGELES
22,64.4,2026-04-06 01:30:00-07:00,LOS ANGELES
23,64.4,2026-04-06 01:35:00-07:00,LOS ANGELES
24,64.4,2026-04-06 01:40:00-07:00,LOS ANGELES
25,64.4,2026-04-06 01:45:00-07:00,LOS ANGELES
26,64.4,2026-04-06 01:50:00-07:00,LOS ANGELES
27,64.04,2026-04-06 01:53:00-07:00,LOS ANGELES
28,64.4,2026-04-06 01:55:00-07:00,LOS ANGELES
29,64.4,2026-04-06 02:00:00-07:00,LOS ANGELES
30,64.4,2026-04-06 02:05:00-07:00,LOS ANGELES
31,64.4,2026-04-06 02:10:00-07:00,LOS ANGELES
32,64.4,2026-04-06 02:15:00-07:00,LOS ANGELES
33,64.4,2026-04-06 02:20:00-07:00,LOS ANGELES
34,62.6,2026-04-06 02:25:00-07:00,LOS ANGELES
35,62.6,2026-04-06 02:30:00-07:00,LOS ANGELES
36,62.6,2026-04-06 02:35:00-07:00,LOS ANGELES
37,64.4,2026-04-06 02:40:00-07:00,LOS ANGELES
38,64.4,2026-04-06 02:45:00-07:00,LOS ANGELES
39,62.96,2026-04-06 02:47:00-07:00,LOS ANGELES
40,62.6,2026-04-06 02:50:00-07:00,LOS ANGELES
41,62.96,2026-04-06 02:53:00-07:00,LOS ANGELES
42,62.6,2026-04-06 02:55:00-07:00,LOS ANGELES
43,62.6,2026-04-06 03:00:00-07:00,LOS ANGELES
44,62.6,2026-04-06 03:05:00-07:00,LOS ANGELES
45,62.6,2026-04-06 03:10:00-07:00,LOS ANGELES
46,62.6,2026-04-06 03:15:00-07:00,LOS ANGELES
47,62.6,2026-04-06 03:20:00-07:00,LOS ANGELES
48,62.6,2026-04-06 03:25:00-07:00,LOS ANGELES
49,62.6,2026-04-06 03:30:00-07:00,LOS ANGELES
50,62.6,2026-04-06 03:35:00-07:00,LOS ANGELES
51,62.6,2026-04-06 03:40:00-07:00,LOS ANGELES
52,62.6,2026-04-06 03:45:00-07:00,LOS ANGELES
53,62.6,2026-04-06 03:50:00-07:00,LOS ANGELES
54,62.96,2026-04-06 03:53:00-07:00,LOS ANGELES
55,62.6,2026-04-06 03:55:00-07:00,LOS ANGELES
56,62.6,2026-04-06 04:00:00-07:00,LOS ANGELES
57,62.6,2026-04-06 04:05:00-07:00,LOS ANGELES
58,62.6,2026-04-06 04:10:00-07:00,LOS ANGELES
59,62.6,2026-04-06 04:15:00-07:00,LOS ANGELES
60,62.6,2026-04-06 04:20:00-07:00,LOS ANGELES
61,62.6,2026-04-06 04:25:00-07:00,LOS ANGELES
62,62.6,2026-04-06 04:30:00-07:00,LOS ANGELES
63,62.6,2026-04-06 04:35:00-07:00,LOS ANGELES
64,62.6,2026-04-06 04:40:00-07:00,LOS ANGELES
65,62.6,2026-04-06 04:45:00-07:00,LOS ANGELES
66,62.6,2026-04-06 04:50:00-07:00,LOS ANGELES
67,62.96,2026-04-06 04:53:00-07:00,LOS ANGELES
68,62.6,2026-04-06 04:55:00-07:00,LOS ANGELES
69,62.6,2026-04-06 05:00:00-07:00,LOS ANGELES
70,62.6,2026-04-06 05:05:00-07:00,LOS ANGELES
71,62.6,2026-04-06 05:10:00-07:00,LOS ANGELES
72,62.6,2026-04-06 05:15:00-07:00,LOS ANGELES
73,62.6,2026-04-06 05:20:00-07:00,LOS ANGELES
74,62.6,2026-04-06 05:25:00-07:00,LOS ANGELES
75,62.6,2026-04-06 05:30:00-07:00,LOS ANGELES
76,62.6,2026-04-06 05:35:00-07:00,LOS ANGELES
77,62.6,2026-04-06 05:40:00-07:00,LOS ANGELES
78,62.6,2026-04-06 05:45:00-07:00,LOS ANGELES
79,62.6,2026-04-06 05:50:00-07:00,LOS ANGELES
80,62.96,2026-04-06 05:53:00-07:00,LOS ANGELES
81,62.6,2026-04-06 05:55:00-07:00,LOS ANGELES
82,62.6,2026-04-06 06:00:00-07:00,LOS ANGELES
83,62.6,2026-04-06 06:05:00-07:00,LOS ANGELES
84,62.6,2026-04-06 06:10:00-07:00,LOS ANGELES
85,62.6,2026-04-06 06:15:00-07:00,LOS ANGELES
86,62.6,2026-04-06 06:20:00-07:00,LOS ANGELES
87,64.4,2026-04-06 06:25:00-07:00,LOS ANGELES
88,62.6,2026-04-06 06:30:00-07:00,LOS ANGELES
89,62.6,2026-04-06 06:35:00-07:00,LOS ANGELES
90,62.6,2026-04-06 06:40:00-07:00,LOS ANGELES
91,62.6,2026-04-06 06:45:00-07:00,LOS ANGELES
92,62.6,2026-04-06 06:50:00-07:00,LOS ANGELES
93,62.96,2026-04-06 06:53:00-07:00,LOS ANGELES
94,62.6,2026-04-06 06:55:00-07:00,LOS ANGELES
95,62.6,2026-04-06 07:00:00-07:00,LOS ANGELES
96,62.6,2026-04-06 07:05:00-07:00,LOS ANGELES
97,62.6,2026-04-06 07:10:00-07:00,LOS ANGELES
98,64.4,2026-04-06 07:15:00-07:00,LOS ANGELES
99,64.4,2026-04-06 07:20:00-07:00,LOS ANGELES
100,62.6,2026-04-06 07:25:00-07:00,LOS ANGELES
101,64.4,2026-04-06 07:30:00-07:00,LOS ANGELES
102,64.4,2026-04-06 07:35:00-07:00,LOS ANGELES
103,64.4,2026-04-06 07:40:00-07:00,LOS ANGELES
